"Time","  FARAZGANZ NEW BRIDGE WL_I_1H (m)"," ALEXANDER WL_I_1H (m)"," BAKKHALI RIVER  ( KHURUSHKUL) WL_I_1H (m)"," BASHKHALI  (JALKADAR CANAL) BRIDGE WL_I_1H (m)"," BEKUTIA FERRY GHAT WL_I_1H (m)"," BOLIR POL  BRIDGE WL_I_1H (m)"," CHAR AMANULLAH WL_I_1H (m)"," CHAR JABBAR RAMGOTI BRIDGE WL_I_1H (m)"," CHAR MONTAZ SLUICE GATE, BAZAR WL_I_1H (m)"," DUBLAR CHAR WL_I_1H (m)"," GABKHAN BRIDGE WL_I_1H (m)"," GODARPAR SLUICE GATE  (SANGUA BRIDGE) WL_I_1H (m)"," GOLACHIPA FERRY GHAT WL_I_1H (m)"," KALAPARA BRIDGE WL_I_1H (m)"," KARNAFULI SHAH AMANAT BRIDGE WL_I_1H (m)"," KARNAPHULI  RIVER (SUPPORT PADMA OIL COMPANY LTD.) WL_I_1H (m)"," KUAKATA (ALIPUR BRIDGE) WL_I_1H (m)"," KUMIRA (JETTY GHAT) WL_I_1H (m)"," MAYA BRIDGE WL_I_1H (m)"," MOGNAMA JETTY WL_I_1H (m)"," MOHESHKHALI (NEW JETTY GHAT) WL_I_1H (m)"," MONPURA  (HAJIRHAT LAUNCH GHAT) WL_I_1H (m)"," MOTIRHAT NEW REGULATOR (MOJU  CHOWDHURY'S HAT)  WL_I_1H (m)"," MUKTARIA  GHAT  (HATIYA NIJHUM DWIP FERRY RT) WL_I_1H (m)"," MUSAPUR REGULATOR  (SLUICE GATE) WL_I_1H (m)"," NAF RIVER WL_I_1H (m)"," RAJU-KHAL STEEL BRIDGE  (NEAR INANI BEACH) WL_I_1H (m)"," RANGABALI WL_I_1H (m)"," SANDWIP (GUPTOCHORA  JETTY GHAT) WL_I_1H (m)"," SHAPORIR DWIP  (JETTY TERMINAL) WL_I_1H (m)"," TULATULI SLUICE GATE WL_I_1H (m)","BOWLESHSWAR BAZAR (KHETACHIRA) WL_I_1H (m)","CHARFESHION (NEW SULEJ GATE) WL_I_1H (m)","GABURA HAT (BRIDGE) WL_I_1H (m)","JOYALVANGA SLUICE GATE(TALTALI) WL_I_1H (m)","MORELGANJ  BRIDGE WL_I_1H (m)","PAYRA  JETTY (THERMAL POWER PLANT) WL_I_1H (m)","ST. MARTIN  (LANDING JETTY OF ST. MARTIN) WL_I_1H (m)","THOTA  JETTY ( JAYMONI BAZAR) WL_I_1H (m)","ULANIA DASHMINA (BRIDGE) WL_I_1H (m)"
"25/08/2025 00:15:00",,,,,1.571,,,,,,,,,,,,,,,,,,,,,,,,,0.962,,,,,,,,,,
"25/08/2025 00:30:00",,,,,1.808,,,,,,,,,,,,,,,,,,,,,,,,,0.807,,,,,,,,,,
"25/08/2025 00:45:00",,,,,1.748,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,
"25/08/2025 01:00:00",,,,,1.977,,,,,,,,,,,,,,,,,,,,,,,,,0.525,,,,,,,,,,
"25/08/2025 01:15:00",,,,,1.974,,,,,,,,,,,,,,,,,,,,,,,,,0.352,,,,,,,,,,
"25/08/2025 01:30:00",,,,,1.942,,,,,,,,,,,,,,,,,,,,,,,,,0.214,,,,,,,,,,
"25/08/2025 01:45:00",1.493,,,,1.941,,,,,,,,,,,,,,,,,,,,,,,,,0.087,,,,,,,,,,
"25/08/2025 02:00:00",1.525,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,-0.033,,,,,,,,,,
"25/08/2025 02:15:00",1.553,,,,1.694,,,,,,,,,,,,,,,,,,,,,,,,,-0.194,,,,,,,,,,
"25/08/2025 02:30:00",,,,,1.655,,,,,,,,,,,,,,,,,,,,,,,,,-0.334,,,,,,,,,,
"25/08/2025 02:45:00",,,,,1.617,,,,,,,,,,,,,,,,,,,,,,,,,-0.479,,,,,,,,,,
"25/08/2025 03:00:00",1.56,,,,1.567,,,,,,,,,,,,,,,,,,,,,,,,,-0.632,,,,,,,,,,
"25/08/2025 03:15:00",,,,,1.497,,,,,,,,,,,,,,,,,,,,,,,,,-0.745,,,,,,,,,,
"25/08/2025 03:30:00",1.504,,,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,-0.835,,,,,,,,,,
"25/08/2025 03:45:00",1.449,,,,1.363,,,,,,,,,,,,,,,,,,,,,,,,,-0.939,,,,,,,,,,
"25/08/2025 04:00:00",1.373,,,,1.296,,,,,,,,,,,,,,,,,,,,,,,,,-1.023,,,,,,,,,,
"25/08/2025 04:15:00",1.288,,,,1.231,,,,,,,,,,,,,,,,,,,,,,,,,-1.099,,,,,,,,,,
"25/08/2025 04:30:00",,,,,1.165,,,,,,,,,,,,,,,,,,,,,,,,,-1.107,,,,,,,,,,
"25/08/2025 04:45:00",,,,,1.102,,,,,,,,,,,,,,,,,,,,,,,,,-1.112,,,,,,,,,,
"25/08/2025 05:00:00",1.096,,,,1.043,,,,,,,,,,,,,,,,,,,,,,,,,-1.056,,,,,,,,,,
"25/08/2025 05:15:00",1.064,,,,1.003,,,,,,,,,,,,,,,,,,,,,,,,,-1.004,,,,,,,,,,
"25/08/2025 05:30:00",1.026,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,-0.895,,,,,,,,,,
"25/08/2025 05:45:00",0.993,,,,0.921,,,,,,,,,,,,,,,,,,,,,,,,,-0.782,,,,,,,,,,
"25/08/2025 06:00:00",0.967,,,,0.895,,,,,,,,,,,,,,,,,,,,,,,,,-0.618,,,,,,,,,,
"25/08/2025 06:15:00",0.945,,,,0.859,,,,,,,,,,,,,,,,,,,,,,,,,-0.435,,,,,,,,,,
"25/08/2025 06:30:00",0.913,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,-0.245,,,,,,,,,,
"25/08/2025 06:45:00",0.889,,,,0.773,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,,,,,,,,,,
"25/08/2025 07:00:00",0.861,,,,0.721,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,,
"25/08/2025 07:15:00",0.821,,,,0.661,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,,,,
"25/08/2025 07:30:00",0.786,,,,0.616,,,,,,,,,,,,,,,,,,,,,,,,,0.457,,,,,,,,,,
"25/08/2025 07:45:00",0.748,,,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,0.624,,,,,,,,,,
"25/08/2025 08:00:00",0.707,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,0.758,,,,,,,,,,
"25/08/2025 08:15:00",0.652,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,0.897,,,,,,,,,,
"25/08/2025 08:30:00",0.936,,,,0.432,,,,,,,,,,,,,,,,,,,,,,,,,1.057,,,,,,,,,,
"25/08/2025 08:45:00",0.567,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,1.127,,,,,,,,,,
"25/08/2025 09:00:00",0.52,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,1.279,,,,,,,,,,
"25/08/2025 09:15:00",0.47,,,,0.362,,,,,,,,,,,,,,,,,,,,,,,,,1.318,,,,,,,,,,
"25/08/2025 09:30:00",0.435,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,,1.385,,,,,,,,,,
"25/08/2025 09:45:00",0.388,,,,0.337,,,,,,,,,,,,,,,,,,,,,,,,,1.523,,,,,,,,,,
"25/08/2025 10:00:00",0.349,,,,0.374,,,,,,,,,,,,,,,,,,,,,,,,,1.545,,,,,,,,,,
"25/08/2025 10:15:00",0.307,,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,1.565,,,,,,,,,,
"25/08/2025 10:30:00",0.29,,,,0.598,,,,,,,,,,,,,,,,,,,,,,,,,1.578,,,,,,,,,,
"25/08/2025 10:45:00",0.317,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,1.637,,,,,,,,,,
"25/08/2025 11:00:00",0.494,,,,1.092,,,,,,,,,,,,,,,,,,,,,,,,,1.576,,,,,,,,,,
"25/08/2025 11:15:00",0.729,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,1.542,,,,,,,,,,
"25/08/2025 11:30:00",0.898,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,1.519,,,,,,,,,,
"25/08/2025 11:45:00",1.034,,,,1.576,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,
"25/08/2025 12:00:00",1.149,,,,1.649,,,,,,,,,,,,,,,,,,,,,,,,,2.023,,,,,,,,,,
"25/08/2025 12:15:00",1.245,,,,1.715,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,
"25/08/2025 12:30:00",1.316,,,,1.851,,,,,,,,,,,,,,,,,,,,,,,,,2.129,,,,,,,,,,
"25/08/2025 12:45:00",1.364,,,,1.914,,,,,,,,,,,,,,,,,,,,,,,,,0.895,,,,,,,,,,
"25/08/2025 13:00:00",1.42,,,,1.772,,,,,,,,,,,,,,,,,,,,,,,,,0.752,,,,,,,,,,
"25/08/2025 13:15:00",1.471,,,,1.762,,,,,,,,,,,,,,,,,,,,,,,,,0.608,,,,,,,,,,
"25/08/2025 13:30:00",1.511,,,,1.766,,,,,,,,,,,,,,,,,,,,,,,,,0.449,,,,,,,,,,
"25/08/2025 13:45:00",1.552,,,,1.767,,,,,,,,,,,,,,,,,,,,,,,,,0.286,,,,,,,,,,
"25/08/2025 14:00:00",1.579,,,,1.748,,,,,,,,,,,,,,,,,,,,,,,,,0.126,,,,,,,,,,
"25/08/2025 14:15:00",1.603,,,,1.731,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,,,,,,,,,,
"25/08/2025 14:30:00",1.617,,,,1.698,,,,,,,,,,,,,,,,,,,,,,,,,-0.156,,,,,,,,,,
"25/08/2025 14:45:00",1.618,,,,1.672,,,,,,,,,,,,,,,,,,,,,,,,,-0.292,,,,,,,,,,
"25/08/2025 15:00:00",1.607,,,,1.624,,,,,,,,,,,,,,,,,,,,,,,,,-0.439,,,,,,,,,,
"25/08/2025 15:15:00",1.594,,,,1.565,,,,,,,,,,,,,,,,,,,,,,,,,-0.585,,,,,,,,,,
"25/08/2025 15:30:00",1.568,,,,1.511,,,,,,,,,,,,,,,,,,,,,,,,,-0.707,,,,,,,,,,
"25/08/2025 15:45:00",1.53,,,,1.446,,,,,,,,,,,,,,,,,,,,,,,,,-0.837,,,,,,,,,,
"25/08/2025 16:00:00",1.473,,,,1.381,,,,,,,,,,,,,,,,,,,,,,,,,-0.943,,,,,,,,,,
"25/08/2025 16:15:00",1.398,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,-1.048,,,,,,,,,,
"25/08/2025 16:30:00",1.315,,,,1.243,,,,,,,,,,,,,,,,,,,,,,,,,-1.107,,,,,,,,,,
"25/08/2025 16:45:00",1.236,,,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,-1.151,,,,,,,,,,
"25/08/2025 17:00:00",1.163,,,,1.112,,,,,,,,,,,,,,,,,,,,,,,,,-1.173,,,,,,,,,,
"25/08/2025 17:15:00",1.115,,,,1.068,,,,,,,,,,,,,,,,,,,,,,,,,-1.157,,,,,,,,,,
"25/08/2025 17:30:00",1.09,,,,1.019,,,,,,,,,,,,,,,,,,,,,,,,,-1.122,,,,,,,,,,
"25/08/2025 17:45:00",1.058,,,,0.977,,,,,,,,,,,,,,,,,,,,,,,,,-1.036,,,,,,,,,,
"25/08/2025 18:00:00",1.028,,,,0.946,,,,,,,,,,,,,,,,,,,,,,,,,-0.904,,,,,,,,,,
"25/08/2025 18:15:00",1.004,,,,0.906,,,,,,,,,,,,,,,,,,,,,,,,,-0.756,,,,,,,,,,
"25/08/2025 18:30:00",0.978,,,,0.886,,,,,,,,,,,,,,,,,,,,,,,,,-0.609,,,,,,,,,,
"25/08/2025 18:45:00",0.954,,,,0.847,,,,,,,,,,,,,,,,,,,,,,,,,-0.438,,,,,,,,,,
"25/08/2025 19:00:00",0.928,,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,-0.266,,,,,,,,,,
"25/08/2025 19:15:00",0.898,,,,0.744,,,,,,,,,,,,,,,,,,,,,,,,,-0.076,,,,,,,,,,
"25/08/2025 19:30:00",0.859,,,,0.697,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,
"25/08/2025 19:45:00",0.818,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,0.272,,,,,,,,,,
"25/08/2025 20:00:00",0.776,,,,0.593,,,,,,,,,,,,,,,,,,,,,,,,,0.417,,,,,,,,,,
"25/08/2025 20:15:00",0.733,,,,0.555,,,,,,,,,,,,,,,,,,,,,,,,,0.615,,,,,,,,,,
"25/08/2025 20:30:00",0.689,,,,0.506,,,,,,,,,,,,,,,,,,,,,,,,,0.746,,,,,,,,,,
"25/08/2025 20:45:00",0.642,,,,0.473,,,,,,,,,,,,,,,,,,,,,,,,,0.874,,,,,,,,,,
"25/08/2025 21:00:00",0.589,,,,0.427,,,,,,,,,,,,,,,,,,,,,,,,,1.016,,,,,,,,,,
"25/08/2025 21:15:00",0.536,,,,0.454,,,,,,,,,,,,,,,,,,,,,,,,,1.111,,,,,,,,,,
"25/08/2025 21:30:00",0.48,,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,,,,,,,,
"25/08/2025 21:45:00",0.432,,,,0.284,,,,,,,,,,,,,,,,,,,,,,,,,1.257,,,,,,,,,,
"25/08/2025 22:00:00",0.379,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,1.356,,,,,,,,,,
"25/08/2025 22:15:00",0.341,,,,0.321,,,,,,,,,,,,,,,,,,,,,,,,,1.448,,,,,,,,,,
"25/08/2025 22:30:00",0.294,,,,0.341,,,,,,,,,,,,,,,,,,,,,,,,,1.491,,,,,,,,,,
"25/08/2025 22:45:00",0.257,,,,0.417,,,,,,,,,,,,,,,,,,,,,,,,,1.446,,,,,,,,,,
"25/08/2025 23:00:00",0.239,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,1.529,,,,,,,,,,
"25/08/2025 23:15:00",0.247,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1.491,,,,,,,,,,
"25/08/2025 23:30:00",0.404,,,,1.023,,,,,,,,,,,,,,,,,,,,,,,,,1.407,,,,,,,,,,
"25/08/2025 23:45:00",0.659,,,,1.239,,,,,,,,,,,,,,,,,,,,,,,,,1.372,,,,,,,,,,
"26/08/2025 00:00:00",0.805,,,,1.395,,,,,,,,,,,,,,,,,,,,,,,,,1.252,,,,,,,,,,
"26/08/2025 00:15:00",0.918,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,1.192,,,,,,,,,,
"26/08/2025 00:30:00",1.013,,,,1.568,,,,,,,,,,,,,,,,,,,,,,,,,1.091,,,,,,,,,,
"26/08/2025 00:45:00",1.127,,,,1.617,,,,,,,,,,,,,,,,,,,,,,,,,0.929,,,,,,,,,,
"26/08/2025 01:00:00",1.209,,,,1.684,,,,,,,,,,,,,,,,,,,,,,,,,0.794,,,,,,,,,,
"26/08/2025 01:15:00",1.27,,,,1.542,,,,,,,,,,,,,,,,,,,,,,,,,0.656,,,,,,,,,,
"26/08/2025 01:30:00",1.324,,,,1.753,,,,,,,,,,,,,,,,,,,,,,,,,0.507,,,,,,,,,,
"26/08/2025 01:45:00",1.372,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,0.379,,,,,,,,,,
"26/08/2025 02:00:00",1.418,,,,1.986,,,,,,,,,,,,,,,,,,,,,,,,,0.243,,,,,,,,,,
"26/08/2025 02:15:00",1.457,,,,1.971,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,
"26/08/2025 02:30:00",1.488,,,,1.947,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,,,,,,,,,,
"26/08/2025 02:45:00",1.505,,,,1.653,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,,,,,,,,,,
"26/08/2025 03:00:00",1.516,,,,1.617,,,,,,,,,,,,,,,,,,,,,,,,,-0.339,,,,,,,,,,
"26/08/2025 03:15:00",1.517,,,,1.577,,,,,,,,,,,,,,,,,,,,,,,,,-0.464,,,,,,,,,,
"26/08/2025 03:30:00",1.502,,,,1.512,,,,,,,,,,,,,,,,,,,,,,,,,-0.584,,,,,,,,,,
"26/08/2025 03:45:00",1.48,,,,1.445,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,,,,,,,,,,
"26/08/2025 04:00:00",1.442,,,,1.373,,,,,,,,,,,,,,,,,,,,,,,,,-0.828,,,,,,,,,,
"26/08/2025 04:15:00",1.382,,,,1.307,,,,,,,,,,,,,,,,,,,,,,,,,-0.916,,,,,,,,,,
"26/08/2025 04:30:00",1.298,,,,1.241,,,,,,,,,,,,,,,,,,,,,,,,,-1.003,,,,,,,,,,
"26/08/2025 04:45:00",1.215,,,,1.173,,,,,,,,,,,,,,,,,,,,,,,,,-1.047,,,,,,,,,,
"26/08/2025 05:00:00",1.137,,,,1.112,,,,,,,,,,,,,,,,,,,,,,,,,-1.067,,,,,,,,,,
"26/08/2025 05:15:00",1.073,,,,1.049,,,,,,,,,,,,,,,,,,,,,,,,,-1.074,,,,,,,,,,
"26/08/2025 05:30:00",1.035,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,-0.236,,,,,,,,,,
"26/08/2025 05:45:00",0.992,,,,0.955,,,,,,,,,,,,,,,,,,,,,,,,,1.629,,,,,,,,,,
"26/08/2025 06:00:00",0.958,,,,0.906,,,,,,,,,,,,,,,,,,,,,,,,,1.745,,,,,,,,,,
"26/08/2025 06:15:00",0.931,,,,0.869,,,,,,,,,,,,,,,,,,,,,,,,,1.899,,,,,,,,,,
"26/08/2025 06:30:00",0.9,,,,0.842,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,
"26/08/2025 06:45:00",0.882,,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,-0.459,,,,,,,,,,
"26/08/2025 07:00:00",0.853,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,-0.318,,,,,,,,,,
"26/08/2025 07:15:00",0.828,,,,0.709,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,,,,,,,,,,
"26/08/2025 07:30:00",0.8,,,,0.661,,,,,,,,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,
"26/08/2025 07:45:00",0.765,,,,0.605,,,,,,,,,,,,,,,,,,,,,,,,,0.259,,,,,,,,,,
"26/08/2025 08:00:00",0.724,,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,1.416,,,,,,,,,,
"26/08/2025 08:15:00",0.683,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,0.521,,,,,,,,,,
"26/08/2025 08:30:00",0.642,,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,0.665,,,,,,,,,,
"26/08/2025 08:45:00",0.603,,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,0.857,,,,,,,,,,
"26/08/2025 09:00:00",0.56,,,,0.394,,,,,,,,,,,,,,,,,,,,,,,,,0.965,,,,,,,,,,
"26/08/2025 09:15:00",0.491,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,1.082,,,,,,,,,,
"26/08/2025 09:30:00",0.466,,,,0.344,,,,,,,,,,,,,,,,,,,,,,,,,1.159,,,,,,,,,,
"26/08/2025 09:45:00",0.415,,,,0.327,,,,,,,,,,,,,,,,,,,,,,,,,1.224,,,,,,,,,,
"26/08/2025 10:00:00",0.375,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,1.352,,,,,,,,,,
"26/08/2025 10:15:00",0.334,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,1.366,,,,,,,,,,
"26/08/2025 10:30:00",0.298,,,,0.329,,,,,,,,,,,,,,,,,,,,,,,,,1.429,,,,,,,,,,
"26/08/2025 10:45:00",0.25,,,,0.399,,,,,,,,,,,,,,,,,,,,,,,,,1.493,,,,,,,,,,
"26/08/2025 11:00:00",0.244,,,,0.574,,,,,,,,,,,,,,,,,,,,,,,,,1.485,,,,,,,,,,
"26/08/2025 11:15:00",0.25,,,,0.749,,,,,,,,,,,,,,,,,,,,,,,,,1.573,,,,,,,,,,
"26/08/2025 11:30:00",0.364,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,1.531,,,,,,,,,,
"26/08/2025 11:45:00",0.62,,,,1.172,,,,,,,,,,,,,,,,,,,,,,,,,1.471,,,,,,,,,,
"26/08/2025 12:00:00",0.78,,,,1.339,,,,,,,,,,,,,,,,,,,,,,,,,1.428,,,,,,,,,,
"26/08/2025 12:15:00",0.915,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,1.294,,,,,,,,,,
"26/08/2025 12:30:00",1.033,,,,1.554,,,,,,,,,,,,,,,,,,,,,,,,,1.207,,,,,,,,,,
"26/08/2025 12:45:00",1.129,,,,1.358,,,,,,,,,,,,,,,,,,,,,,,,,1.096,,,,,,,,,,
"26/08/2025 13:00:00",1.206,,,,1.678,,,,,,,,,,,,,,,,,,,,,,,,,0.971,,,,,,,,,,
"26/08/2025 13:15:00",1.273,,,,1.459,,,,,,,,,,,,,,,,,,,,,,,,,0.851,,,,,,,,,,
"26/08/2025 13:30:00",1.327,,,,1.549,,,,,,,,,,,,,,,,,,,,,,,,,0.713,,,,,,,,,,
"26/08/2025 13:45:00",1.359,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,1.465,,,,,,,,,,
"26/08/2025 14:00:00",1.416,,,,1.703,,,,,,,,,,,,,,,,,,,,,,,,,1.416,,,,,,,,,,
"26/08/2025 14:15:00",1.459,,,,1.699,,,,,,,,,,,,,,,,,,,,,,,,,1.399,,,,,,,,,,
"26/08/2025 14:30:00",1.485,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,1.474,,,,,,,,,,
"26/08/2025 14:45:00",1.513,,,,1.678,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,
"26/08/2025 15:00:00",1.531,,,,1.659,,,,,,,,,,,,,,,,,,,,,,,,,1.162,,,,,,,,,,
"26/08/2025 15:15:00",1.54,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,0.981,,,,,,,,,,
"26/08/2025 15:30:00",1.536,,,,1.582,,,,,,,,,,,,,,,,,,,,,,,,,0.755,,,,,,,,,,
"26/08/2025 15:45:00",1.53,,,,1.529,,,,,,,,,,,,,,,,,,,,,,,,,0.707,,,,,,,,,,
"26/08/2025 16:00:00",1.512,,,,1.466,,,,,,,,,,,,,,,,,,,,,,,,,0.619,,,,,,,,,,
"26/08/2025 16:15:00",1.471,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,0.541,,,,,,,,,,
"26/08/2025 16:30:00",1.416,,,,1.336,,,,,,,,,,,,,,,,,,,,,,,,,0.207,,,,,,,,,,
"26/08/2025 16:45:00",1.343,,,,1.261,,,,,,,,,,,,,,,,,,,,,,,,,0.363,,,,,,,,,,
"26/08/2025 17:00:00",1.246,,,,1.188,,,,,,,,,,,,,,,,,,,,,,,,,0.146,,,,,,,,,,
"26/08/2025 17:15:00",1.172,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,
"26/08/2025 17:30:00",1.102,,,,1.065,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,,,,,,,,
"26/08/2025 17:45:00",1.057,,,,1.013,,,,,,,,,,,,,,,,,,,,,,,,,0.878,,,,,,,,,,
"26/08/2025 18:00:00",1.029,,,,0.963,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,
"26/08/2025 18:15:00",0.998,,,,0.932,,,,,,,,,,,,,,,,,,,,,,,,,1.616,,,,,,,,,,
"26/08/2025 18:30:00",0.974,,,,0.896,,,,,,,,,,,,,,,,,,,,,,,,,1.678,,,,,,,,,,
"26/08/2025 18:45:00",0.945,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,1.856,,,,,,,,,,
"26/08/2025 19:00:00",0.922,,,,0.841,,,,,,,,,,,,,,,,,,,,,,,,,1.952,,,,,,,,,,
"26/08/2025 19:15:00",0.9,,,,0.806,,,,,,,,,,,,,,,,,,,,,,,,,1.962,,,,,,,,,,
"26/08/2025 19:30:00",0.871,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,2.044,,,,,,,,,,
"26/08/2025 19:45:00",0.85,,,,0.713,,,,,,,,,,,,,,,,,,,,,,,,,2.116,,,,,,,,,,
"26/08/2025 20:00:00",0.82,,,,0.666,,,,,,,,,,,,,,,,,,,,,,,,,2.161,,,,,,,,,,
"26/08/2025 20:15:00",0.786,,,,0.623,,,,,,,,,,,,,,,,,,,,,,,,,2.391,,,,,,,,,,
"26/08/2025 20:30:00",0.749,,,,0.584,,,,,,,,,,,,,,,,,,,,,,,,,0.443,,,,,,,,,,
"26/08/2025 20:45:00",0.707,,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,0.633,,,,,,,,,,
"26/08/2025 21:00:00",0.666,,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,
"26/08/2025 21:15:00",0.623,,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,0.897,,,,,,,,,,
"26/08/2025 21:30:00",0.574,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,1.007,,,,,,,,,,
"26/08/2025 21:45:00",0.525,,,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,1.145,,,,,,,,,,
"26/08/2025 22:00:00",0.482,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,,1.189,,,,,,,,,,
"26/08/2025 22:15:00",0.435,,,,0.355,,,,,,,,,,,,,,,,,,,,,,,,,1.259,,,,,,,,,,
"26/08/2025 22:30:00",0.389,,,,0.322,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,
"26/08/2025 22:45:00",0.356,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,1.351,,,,,,,,,,
"26/08/2025 23:00:00",0.323,,,,0.401,,,,,,,,,,,,,,,,,,,,,,,,,1.397,,,,,,,,,,
"26/08/2025 23:15:00",0.29,,,,0.554,,,,,,,,,,,,,,,,,,,,,,,,,1.401,,,,,,,,,,
"26/08/2025 23:30:00",0.284,,,,0.745,,,,,,,,,,,,,,,,,,,,,,,,,1.428,,,,,,,,,,
"26/08/2025 23:45:00",0.372,,,,0.984,,,,,,,,,,,,,,,,,,,,,,,,,1.463,,,,,,,,,,
"27/08/2025 00:00:00",0.63,,,,1.182,,,,,,,,,,,,,,,,,,,,,,,,,1.381,,,,,,,,,,
"27/08/2025 00:15:00",0.791,,,,1.353,,,,,,,,,,,,,,,,,,,,,,,,,1.316,,,,,,,,,,
"27/08/2025 00:30:00",0.917,,,,1.475,,,,,,,,,,,,,,,,,,,,,,,,,1.248,,,,,,,,,,
"27/08/2025 00:45:00",1.03,,,,1.556,,,,,,,,,,,,,,,,,,,,,,,,,1.171,,,,,,,,,,
"27/08/2025 01:00:00",1.128,,,,1.418,,,,,,,,,,,,,,,,,,,,,,,,,1.087,,,,,,,,,,
"27/08/2025 01:15:00",1.256,,,,1.646,,,,,,,,,,,,,,,,,,,,,,,,,0.937,,,,,,,,,,
"27/08/2025 01:30:00",1.27,,,,1.673,,,,,,,,,,,,,,,,,,,,,,,,,0.785,,,,,,,,,,
"27/08/2025 01:45:00",1.344,,,,1.828,,,,,,,,,,,,,,,,,,,,,,,,,0.681,,,,,,,,,,
"27/08/2025 02:00:00",1.37,,,,1.693,,,,,,,,,,,,,,,,,,,,,,,,,0.535,,,,,,,,,,
"27/08/2025 02:15:00",1.398,,,,1.967,,,,,,,,,,,,,,,,,,,,,,,,,0.411,,,,,,,,,,
